,cell_i,cell_j,hour,demand
10911,24,19,17,0.05089032
10912,24,19,18,0.03262128
10913,24,19,19,0.0300852
10914,24,19,20,0.049506
10915,24,19,21,0.11711016
10916,24,19,22,0.06779808
10917,24,19,23,0.0354072
10918,24,20,0,0.20984616
10919,24,20,1,0.03350184
10920,24,20,2,0.08569704
10921,24,20,3,0.0044112
10922,24,20,4,0.00424992
10923,24,20,5,0.00412152
10924,24,20,7,0.0021864
10925,24,20,9,0.00497592
10926,24,20,10,0.269622
10927,24,20,11,0.26471208
10928,24,20,12,0.1403112
10929,24,20,13,0.2423232
10930,24,20,14,0.13996704
10931,24,20,15,0.06988992
10932,24,20,16,0.241452
10933,24,20,17,0.14503752
10934,24,20,18,0.0727704
10935,24,20,19,0.0100284
10936,24,20,20,0.01042224
10937,24,20,21,0.150942
10938,24,20,22,0.19557168
10939,24,20,23,0.2805348
10940,24,21,0,0.0995424
10941,24,21,1,0.04381008
10942,24,21,2,0.2056728
10943,24,21,3,0.01985016
10944,24,21,4,0.00424992
10945,24,21,5,0.03091224
10946,24,21,6,0.05835192
10947,24,21,7,0.05030808
10948,24,21,8,0.02876952
10949,24,21,9,0.07961544
10950,24,21,10,0.18767808
10951,24,21,11,0.04862064
10952,24,21,12,0.2938596
10953,24,21,13,0.38602632
10954,24,21,14,0.24494232
10955,24,21,15,0.3235644
10956,24,21,16,0.22553208
10957,24,21,17,0.11959224
10958,24,21,18,0.1656156
10959,24,21,19,0.13789032
10960,24,21,20,0.11203992
10961,24,21,21,0.09889296
10962,24,21,22,0.21121752
10963,24,21,23,0.10349832
10964,24,22,0,0.21791712
10965,24,22,1,0.27574512
10966,24,22,2,0.08080008
10967,24,22,3,0.03749448
10968,24,22,4,0.01274952
10969,24,22,5,0.1195272
10970,24,22,6,0.15694656
10971,24,22,7,0.23622888
10972,24,22,8,0.14144976
10973,24,22,9,0.22143072
10974,24,22,10,0.54981744
10975,24,22,11,0.31873488
10976,24,22,12,0.61154544
10977,24,22,13,0.583266
10978,24,22,14,0.51410976
10979,24,22,15,0.66266016
10980,24,22,16,0.48290424
10981,24,22,17,0.17302728
10982,24,22,18,0.31868424
10983,24,22,19,0.23566704
10984,24,22,20,0.16675704
10985,24,22,21,0.2134008
10986,24,22,22,0.15906504
10987,24,22,23,0.2805348
10988,24,23,0,0.13182648
10989,24,23,1,0.01288536
10990,24,23,5,0.01442568
10991,24,23,7,0.0262476
10992,24,23,8,0.02637192
10993,24,23,9,0.04727184
10994,24,23,10,0.03172032
10995,24,23,11,0.1107468
10996,24,23,12,0.068832
10997,24,23,13,0.14370312
10998,24,23,14,0.15342528
10999,24,23,15,0.17860752
11000,24,23,16,0.0291864
11001,24,23,17,0.06361296
11002,24,23,18,0.07527984
11003,24,23,19,0.0902556
11004,24,23,20,0.50548224
11005,24,23,21,0.12751992
11006,24,23,22,0.21121752
11007,24,23,23,0.27508752
11008,24,24,0,2.21952624
11009,24,24,1,2.27554176
11010,24,24,2,2.2893336
11011,24,24,3,2.2254108
11012,24,24,4,1.94856144
11013,24,24,5,1.55179368
11014,24,24,6,1.0422864
11015,24,24,7,0.80055312
11016,24,24,8,0.7360188
11017,24,24,9,0.7439076
11018,24,24,10,0.7718592
11019,24,24,11,0.75902112
11020,24,24,12,0.8339256
11021,24,24,13,0.53536488
11022,24,24,14,0.54640968
11023,24,24,15,0.09577512
11024,24,24,16,0.06898632
11025,24,24,17,0.05089032
11026,24,24,18,0.27351648
11027,24,24,19,0.45127752
11028,24,24,20,0.49506
11029,24,24,21,0.97331592
11030,24,24,22,1.82794368
11031,24,24,23,2.50302336
11032,24,25,0,0.11030376
11033,24,25,1,0.136584
11034,24,25,2,0.01713936
11035,24,25,3,0.01985016
11036,24,25,4,0.027624
11037,24,25,5,0.02266896
11038,24,25,6,0.01006056
11039,24,25,7,0.02187312
11040,24,25,8,0.14624472
11041,24,25,9,0.08707944
11042,24,25,10,0.16917456
11043,24,25,11,0.3376428
11044,24,25,12,0.15354816
11045,24,25,13,0.2451408
11046,24,25,14,0.14804208
11047,24,25,15,0.12424872
11048,24,25,16,0.28655856
11049,24,25,17,0.21119496
11050,24,25,18,0.22834872
11051,24,25,19,0.17549688
11052,24,25,20,0.16415136
11053,24,25,21,0.16395432
11054,24,25,22,0.1303812
11055,24,25,23,0.12528744
11056,24,26,0,0.24213024
11057,24,26,1,0.18039408
11058,24,26,2,0.07345464
11059,24,26,3,0.0617556
11060,24,26,4,0.02337432
11061,24,26,5,0.02885136
11062,24,26,6,0.06841272
11063,24,26,7,0.043746
11064,24,26,8,0.079116
11065,24,26,9,0.1865988
11066,24,26,10,0.10573416
11067,24,26,11,0.17827536
11068,24,26,12,0.18531672
11069,24,26,13,0.2169636
11070,24,26,14,0.32838408
11071,24,26,15,0.36498072
11072,24,26,16,0.34227816
11073,24,26,17,0.23409576
11074,24,26,18,0.14805024
11075,24,26,19,0.12034056
11076,24,26,20,0.22407984
11077,24,26,21,0.28106448
11078,24,26,22,0.5423856
11079,24,26,23,0.33228384
11080,24,27,0,1.64379456
11081,24,27,1,1.1519448
11082,24,27,2,0.6537456
11083,24,27,3,0.3374508
11084,24,27,4,0.15087
11085,24,27,5,0.15250032
11086,24,27,6,0.39639072
11087,24,27,7,0.05468256
11088,24,27,8,0.3764004
11089,24,27,9,0.58965264
11090,24,27,10,1.8265572
11091,24,27,11,1.47212256
11092,24,27,12,1.40840784
11093,24,27,13,1.12708416
11094,24,27,14,2.07528024
11095,24,27,15,1.61782248
11096,24,27,16,2.33492136
11097,24,27,17,2.20355256
11098,24,27,18,2.26090248
11099,24,27,19,1.19839224
11100,24,27,20,2.39192136
11101,24,27,21,2.074152
11102,24,27,22,2.3181768
11103,24,27,23,2.45399808
11104,24,28,0,0.97390128
11105,24,28,1,0.87362256
11106,24,28,2,0.5386668
11107,24,28,3,0.42346776
11108,24,28,4,0.2549916
11109,24,28,5,0.09273672
11110,24,28,6,0.09255816
11111,24,28,7,0.16404768
11112,24,28,8,0.39078528
11113,24,28,9,0.5722368
11114,24,28,10,0.84058632
11115,24,28,11,1.1236752
11116,24,28,12,1.29457032
11117,24,28,13,1.1045424
11118,24,28,14,1.09281936
11119,24,28,15,1.69288944
11120,24,28,16,1.25767368
11121,24,28,17,1.27989264
11122,24,28,18,1.00373016
11123,24,28,19,1.13320776
11124,24,28,20,0.97969752
11125,24,28,21,1.12946304
11126,24,28,22,1.105632
11127,24,28,23,1.3645428
11128,24,29,0,5.30534016
11129,24,29,1,2.85795672
11130,24,29,2,2.24281224
11131,24,29,3,1.16674152
11132,24,29,4,1.0985892
11133,24,29,5,0.82020432
11134,24,29,6,0.71430816
11135,24,29,7,1.5682968
11136,24,29,8,2.2056588
11137,24,29,9,2.40837
11138,24,29,10,3.67426104
11139,24,29,11,3.78430056
11140,24,29,12,4.78646856
11141,24,29,13,5.65514472
11142,24,29,14,4.59468672
11143,24,29,15,5.2417452
11144,24,29,16,5.585238
11145,24,29,17,4.64374536
11146,24,29,18,3.54065832
11147,24,29,19,3.50241432
11148,24,29,20,4.21322088
11149,24,29,21,4.08064032
11150,24,29,22,4.45121208
11151,24,29,23,6.5748624
11152,24,30,0,3.0669816
11153,24,30,1,2.26781064
11154,24,30,2,1.22913936
11155,24,30,3,1.18879728
11156,24,30,4,0.55673184
11157,24,30,5,0.30706152
11158,24,30,6,0.33401448
11159,24,30,7,1.0192836
11160,24,30,8,1.10522688
11161,24,30,9,1.47039936
11162,24,30,10,2.65657008
11163,24,30,11,3.22786536
11164,24,30,12,3.31981848
11165,24,30,13,4.15612296
11166,24,30,14,3.3403668
11167,24,30,15,4.2011616
11168,24,30,16,5.05457424
11169,24,30,17,5.71498752
11170,24,30,18,5.3473728
11171,24,30,19,5.35014456
11172,24,30,20,5.66452824
11173,24,30,21,6.20944368
11174,24,30,22,6.1565976
11175,24,30,23,4.97336328
11176,24,31,0,7.61633784
11177,24,31,1,6.38079456
11178,24,31,2,4.6521216
11179,24,31,3,3.28187424
11180,24,31,4,2.19080352
11181,24,31,5,1.51675968
11182,24,31,6,1.69220616
11183,24,31,7,3.63967368
11184,24,31,8,4.10684088
11185,24,31,9,5.36160888
11186,24,31,10,8.09130432
11187,24,31,11,9.93480216
11188,24,31,12,10.28508336
11189,24,31,13,9.02512632
11190,24,31,14,10.22566776
11191,24,31,15,11.4231216
11192,24,31,16,10.2869208
11193,24,31,17,10.49359248
11194,24,31,18,11.94438984
11195,24,31,19,11.92375248
11196,24,31,20,11.35250664
11197,24,31,21,10.71428328
11198,24,31,22,11.69518848
11199,24,31,23,12.11746608
11200,24,32,0,10.60260936
11201,24,32,1,8.71303152
11202,24,32,2,5.93757624
11203,24,32,3,4.7199
11204,24,32,4,2.15680464
11205,24,32,5,1.03246824
11206,24,32,6,1.19520864
11207,24,32,7,1.69734768
11208,24,32,8,1.80048888
11209,24,32,9,4.08527232
11210,24,32,10,6.04006224
11211,24,32,11,7.87112928
11212,24,32,12,6.70582152
11213,24,32,13,8.47003752
11214,24,32,14,10.64826048
11215,24,32,15,10.93389216
11216,24,32,16,9.9950556
11217,24,32,17,10.15517136
11218,24,32,18,12.03974424
11219,24,32,19,14.57876808
11220,24,32,20,10.70111208
11221,24,32,21,12.9159552
11222,24,32,22,14.24283576
11223,24,32,23,13.10342304
11224,24,33,0,4.43367168
11225,24,33,1,3.75735
11226,24,33,2,2.44603656
11227,24,33,3,2.0202936
11228,24,33,4,1.5724488
11229,24,33,5,1.08604944
11230,24,33,6,1.17508728
11231,24,33,7,2.1894912
11232,24,33,8,2.16250464
11233,24,33,9,2.41334592
11234,24,33,10,3.04249968
11235,24,33,11,4.13544912
11236,24,33,12,4.43171928
11237,24,33,13,3.95888304
11238,24,33,14,5.73326448
11239,24,33,15,5.60413728
11240,24,33,16,6.07344888
11241,24,33,17,5.68699776
11242,24,33,18,6.303426
11243,24,33,19,6.1423872
11244,24,33,20,6.74063232
11245,24,33,21,7.833372
11246,24,33,22,8.33396256
11247,24,33,23,7.91761608
11248,24,34,0,0.85014576
11249,24,34,1,0.74219256
11250,24,34,2,0.97449696
11251,24,34,3,0.53154024
11252,24,34,4,0.44198568
11253,24,34,5,0.37094664
11254,24,34,6,0.36822096
11255,24,34,7,0.51620376
11256,24,34,8,0.67368504
11257,24,34,9,1.06485792
11258,24,34,10,0.71106192
11259,24,34,11,0.77792904
11260,24,34,12,0.68037744
11261,24,34,13,1.34404776
11262,24,34,14,1.08743616
11263,24,34,15,1.3926216
11264,24,34,16,1.14888744
11265,24,34,17,1.26462552
11266,24,34,18,1.66870152
11267,24,34,19,1.43656656
11268,24,34,20,2.4023436
11269,24,34,21,2.94857496
11270,24,34,22,2.22169464
11271,24,34,23,1.9065468
11272,24,35,0,0.3497436
11273,24,35,1,0.28089936
11274,24,35,2,0.41624256
11275,24,35,3,0.15438936
11276,24,35,4,0.04037376
11277,24,35,5,0.01442568
11278,24,35,6,0.18511656
11279,24,35,7,0.12905088
11280,24,35,8,0.22775832
11281,24,35,9,0.4030536
11282,24,35,10,0.53395728
11283,24,35,11,0.32953944
11284,24,35,12,0.41299176
11285,24,35,13,0.38320872
11286,24,35,14,0.43335936
11287,24,35,15,0.33391848
11288,24,35,16,0.28125192
11289,24,35,17,0.34605456
11290,24,35,18,0.3588336
11291,24,35,19,0.27828768
11292,24,35,20,0.52111584
11293,24,35,21,0.6323952
11294,24,35,22,0.34681392
11295,24,35,23,0.53928024
11296,24,36,0,1.431258
11297,24,36,1,0.95351136
11298,24,36,2,0.37951512
11299,24,36,3,0.36171192
11300,24,36,4,0.06162288
11301,24,36,5,0.15043944
11302,24,36,6,0.29377176
11303,24,36,7,0.2121684
11304,24,36,8,0.48188856
11305,24,36,9,0.83845104
11306,24,36,10,1.14192864
11307,24,36,11,1.51534104
11308,24,36,12,1.05101112
11309,24,36,13,1.43421456
11310,24,36,14,1.69575432
11311,24,36,15,1.7135976
11312,24,36,16,1.77772416
11313,24,36,17,1.17811176
11314,24,36,18,1.1768736
11315,24,36,19,1.2560556
11316,24,36,20,1.47215208
11317,24,36,21,1.51202304
11318,24,36,22,1.68452424
11319,24,36,23,1.4353572
11320,24,37,0,0.29055624
11321,24,37,1,0.17523984
11322,24,37,2,0.28402416
11323,24,37,3,0.07498896
11324,24,37,4,0.04249872
11325,24,37,5,0.03091224
11326,24,37,6,0.0462792
11327,24,37,7,0.06561912
11328,24,37,8,0.15343704
11329,24,37,9,0.24382248
11330,24,37,10,0.44408328
11331,24,37,11,0.47810232
11332,24,37,12,0.33357024
11333,24,37,13,0.35503152
11334,24,37,14,0.37414272
11335,24,37,15,0.37792344
11336,24,37,16,0.28390512
11337,24,37,17,0.26208528
11338,24,37,18,0.26096976
11339,24,37,19,0.34096512
11340,24,37,20,0.3309084
11341,24,37,21,0.3383184
11342,24,37,22,0.34942152
11343,24,37,23,0.19065456
11344,24,38,0,0.36050496
11345,24,38,1,0.32213208
11346,24,38,2,0.12242424
11347,24,38,3,0.07719456
11348,24,38,4,0.05949816
11349,24,38,5,0.02679048
11350,24,38,6,0.0462792
11351,24,38,7,0.10499064
11352,24,38,8,0.19659144
11353,24,38,9,0.51501312
11354,24,38,10,0.60797136
11355,24,38,11,1.08045696
11356,24,38,12,0.90011016
11357,24,38,13,1.31023536
11358,24,38,14,0.62177664
11359,24,38,15,0.7480812
11360,24,38,16,0.65802336
11361,24,38,17,0.52162608
11362,24,38,18,0.454188
11363,24,38,19,0.6593664
11364,24,38,20,0.96666984
11365,24,38,21,0.90304992
11366,24,38,22,0.73795728
11367,24,38,23,0.3976512
11368,24,39,0,0.50309256
11369,24,39,1,0.25255152
11370,24,39,2,0.18853344
11371,24,39,3,0.12571704
11372,24,39,4,0.11474616
11373,24,39,5,0.04945944
11374,24,39,6,0.08048544
11375,24,39,7,0.06780648
11376,24,39,8,0.2589252
11377,24,39,9,0.43539744
11378,24,39,10,0.47051688
11379,24,39,11,0.85086
11380,24,39,12,0.4685868
11381,24,39,13,0.58890144
11382,24,39,14,0.44950944
11383,24,39,15,0.52029168
11384,24,39,16,0.66863664
11385,24,39,17,0.62595144
11386,24,39,18,0.78290952
11387,24,39,19,0.62677416
11388,24,39,20,0.32309184
11389,24,39,21,0.56473152
11390,24,39,22,0.43286544
11391,24,39,23,0.4248876
11392,24,40,0,0.73446144
11393,24,40,1,0.67776624
11394,24,40,2,0.38441208
11395,24,40,3,0.24040608
11396,24,40,4,0.17636928
11397,24,40,5,0.16486512
11398,24,40,6,0.118716
11399,24,40,7,0.23185416
11400,24,40,8,0.63053064
11401,24,40,9,0.86830704
11402,24,40,10,1.07584488
11403,24,40,11,1.9178112
11404,24,40,12,1.55401392
11405,24,40,13,1.52156352
11406,24,40,14,1.36737024
11407,24,40,15,1.1777748
11408,24,40,16,1.13031432
11409,24,40,17,1.325694
11410,24,40,18,0.75028824
11411,24,40,19,1.22847744
11412,24,40,20,0.87286896
11413,24,40,21,1.1034384
11414,24,40,22,0.9465672
11415,24,40,23,1.08128424
11416,24,41,0,0.43045368
11417,24,41,1,0.268014
11418,24,41,2,0.33544248
11419,24,41,3,0.24040608
11420,24,41,4,0.12749592
11421,24,41,5,0.04533792
11422,24,41,6,0.11267952
11423,24,41,7,0.18810816
11424,24,41,8,0.44592672
11425,24,41,9,0.35329392
11426,24,41,10,0.44672664
11427,24,41,11,0.91838856
11428,24,41,12,0.60360336
11429,24,41,13,0.5804484
11430,24,41,14,0.742902
11431,24,41,15,0.68336832
11432,24,41,16,0.40330464
11433,24,41,17,0.5368932
11434,24,41,18,0.54201432
11435,24,41,19,0.65435232
11436,24,41,20,0.48463776
11437,24,41,21,0.4814532
11438,24,41,22,0.64929816
11439,24,41,23,0.542004
11440,24,42,0,15.34835976
11441,24,42,1,13.37750568
11442,24,42,2,12.0073704
11443,24,42,3,9.33393288
11444,24,42,4,7.92811656
11445,24,42,5,7.26437232
11446,24,42,6,7.4127084
11447,24,42,7,13.70564592
11448,24,42,8,19.76941584
11449,24,42,9,23.09348208
11450,24,42,10,26.35951896
11451,24,42,11,25.62573912
11452,24,42,12,22.68542592
11453,24,42,13,27.31488456
11454,24,42,14,30.90310368
11455,24,42,15,29.97501672
11456,24,42,16,26.84098272
11457,24,42,17,22.8752172
11458,24,42,18,22.49359464
11459,24,42,19,20.97687912
11460,24,42,20,22.43142768
11461,24,42,21,23.79419256
11462,24,42,22,21.71889048
11463,24,42,23,18.17483736
11464,24,43,0,33.76639176
11465,24,43,1,24.24753432
11466,24,43,2,17.63888592
11467,24,43,3,13.10323608
11468,24,43,4,10.03392288
11469,24,43,5,7.97329272
11470,24,43,6,8.207502
11471,24,43,7,13.67939808
11472,24,43,8,24.03928368
11473,24,43,9,26.46470256
11474,24,43,10,31.56692496
11475,24,43,11,32.22733152
11476,24,43,12,31.42973232
11477,24,43,13,37.31775648
11478,24,43,14,44.3345544
11479,24,43,15,35.56362288
11480,24,43,16,35.18036664
11481,24,43,17,39.92603256
11482,24,43,18,40.93462848
11483,24,43,19,33.41207928
11484,24,43,20,41.96284632
11485,24,43,21,42.05557824
11486,24,43,22,40.55114256
11487,24,43,23,40.68570672
11488,24,44,0,6.47563584
11489,24,44,1,5.512326
11490,24,44,2,4.23587904
11491,24,44,3,3.26643528
11492,24,44,4,2.054808
11493,24,44,5,1.29419184
11494,24,44,6,1.39038576
11495,24,44,7,3.99839136
11496,24,44,8,9.3404856
11497,24,44,9,10.30772424
11498,24,44,10,12.5347812
11499,24,44,11,10.21572096
11500,24,44,12,8.24395104
11501,24,44,13,10.57768488
11502,24,44,14,11.91603864
11503,24,44,15,11.51371968
11504,24,44,16,13.60622376
11505,24,44,17,15.9032376
11506,24,44,18,12.92553624
11507,24,44,19,10.40194464
11508,24,44,20,13.05655536
11509,24,44,21,12.25233072
11510,24,44,22,11.19191712
11511,24,44,23,9.98758104
11512,24,45,0,1.52811024
11513,24,45,1,1.46634576
11514,24,45,2,0.817794
11515,24,45,3,0.51169008
11516,24,45,4,0.39098736
11517,24,45,5,0.34209528
11518,24,45,6,0.36017232
11519,24,45,7,0.89679456
11520,24,45,8,2.85536928
11521,24,45,9,4.59282144
11522,24,45,10,4.52013408
11523,24,45,11,4.85935536
11524,24,45,12,4.11668064
11525,24,45,13,4.09976856
11526,24,45,14,5.04419616
11527,24,45,15,5.09419968
11528,24,45,16,5.86914336
11529,24,45,17,5.28496392
11530,24,45,18,4.87060104
11531,24,45,19,3.7405884
11532,24,45,20,3.921396
11533,24,45,21,4.27842648
11534,24,45,22,3.66892536
11535,24,45,23,2.32598688
11536,24,46,0,0.193704
11537,24,46,1,0.0850428
11538,24,46,2,0.13711512
11539,24,46,3,0.10366128
11540,24,46,4,0.04462344
11541,24,46,5,0.02266896
11542,24,46,6,0.0181092
11543,24,46,7,0.11811432
11544,24,46,8,0.05514144
11545,24,46,9,0.08210352
11546,24,46,10,0.25111848
11547,24,46,11,0.24040176
11548,24,46,12,0.16149048
11549,24,46,13,0.32121888
11550,24,46,14,0.25570896
11551,24,46,15,0.29767944
11552,24,46,16,0.33962496
11553,24,46,17,0.30279768
11554,24,46,18,0.31868424
11555,24,46,19,0.53150448
11556,24,46,20,0.297036
11557,24,46,21,0.23942544
11558,24,46,22,0.43025784
11559,24,46,23,0.50932032
11560,24,47,0,0.8931912
11561,24,47,1,0.69065136
11562,24,47,2,0.74923632
11563,24,47,3,0.56903472
11564,24,47,4,0.6056052
11565,24,47,5,0.49665648
11566,24,47,6,0.61370136
11567,24,47,7,0.59494656
11568,24,47,8,0.23255304
11569,24,47,9,0.37319784
11570,24,47,10,0.47051688
11571,24,47,11,0.34574616
11572,24,47,12,0.18531672
11573,24,47,13,0.38320872
11574,24,47,14,0.50065128
11575,24,47,15,0.5099376
11576,24,47,16,0.6925164
11577,24,47,17,0.35114352
11578,24,47,18,0.37388952
11579,24,47,19,0.5465472
11580,24,47,20,0.346542
11581,24,47,21,0.34092072
11582,24,47,22,0.79532496
11583,24,47,23,0.69180408
11584,24,48,16,0.01857312
11585,24,48,18,0.01505592
11586,24,49,16,0.00530664
11587,24,49,18,0.00501864
11588,24,54,9,0.01243992
11589,24,54,11,0.01350576
11590,24,54,12,0.01058952
11591,24,54,15,0.04918176
11592,24,54,19,0.02256384
11593,24,55,1,0.01030824
11594,24,55,8,0.0215772
11595,24,55,9,0.01741584
11596,24,55,11,0.01350576
11597,24,55,12,0.05559504
11598,24,55,13,0.06480744
11599,24,55,14,0.03768336
11600,24,55,16,0.01061328
11601,24,55,19,0.04262064
11602,24,55,20,0.01823904
11603,24,55,21,0.01561464
11604,24,55,23,0.01089456
11605,24,56,1,0.01288536
11606,24,56,11,0.01080456
11607,24,56,12,0.00264744
11608,24,56,16,0.01326648
11609,24,56,20,0.02605584
11610,24,56,21,0.01561464
11611,24,56,23,0.01361808
11612,24,57,1,0.01030824
11613,24,57,11,0.00810336
11614,24,57,16,0.00530664
11615,24,57,20,0.01563336
11616,24,57,21,0.01040976
11617,24,57,23,0.0081708
11618,24,58,6,0.0020112
11619,24,58,11,0.0027012
11620,24,58,13,0.00563544
11621,24,58,16,0.00530664
11622,24,58,17,0.01017816
11623,24,58,18,0.00501864
11624,24,58,19,0.01253544
11625,24,58,21,0.01040976
11626,24,58,22,0.0052152
11627,24,59,6,0.00603648
11628,24,59,11,0.00810336
11629,24,59,13,0.00845304
11630,24,59,16,0.00795984
11631,24,59,17,0.01526712
11632,24,59,18,0.01003728
11633,24,59,19,0.0200568
11634,24,59,21,0.0182172
11635,24,59,23,0.0081708
11636,24,60,6,0.00603648
11637,24,60,11,0.00810336
11638,24,60,13,0.00845304
11639,24,60,16,0.00795984
11640,24,60,17,0.01526712
11641,24,60,18,0.00501864
11642,24,60,19,0.01754976
11643,24,60,21,0.01561464
11644,24,60,23,0.01089456
11645,25,7,0,0.00807096
11646,25,7,5,0.00824328
11647,25,7,7,0.00656184
11648,25,7,9,0.014928
11649,25,7,14,0.03768336
11650,25,7,15,0.11648328
11651,25,7,18,0.01003728
11652,25,7,20,0.01042224
11653,25,7,22,0.08344392
11654,25,7,23,0.01089456
11655,25,8,1,0.0850428
11656,25,8,2,0.23260608
11657,25,8,12,0.18266952
11658,25,8,15,0.00776544
11659,25,8,16,0.21757224
11660,25,8,17,0.08142456
11661,25,8,18,0.19572744
11662,25,8,22,0.01564584
11663,25,9,1,0.01288536
11664,25,9,2,0.00734544
11665,25,9,12,0.03706344
11666,25,9,14,0.01076664
11667,25,9,15,0.02329656
11668,25,9,16,0.0822528
11669,25,9,17,0.00763344
11670,25,9,18,0.00501864
11671,25,9,19,0.00752136
11672,25,9,23,0.02451264
11673,25,10,4,0.00849984
11674,25,10,6,0.05030328
11675,25,10,12,0.01058952
11676,25,10,13,0.04508328
11677,25,10,18,0.04014912
11678,25,10,23,0.07898544
11679,25,11,4,0.0467484
11680,25,11,13,0.14370312
11681,25,11,17,0.0407124
11682,25,11,18,0.25595112
11683,25,12,4,0.02124936
11684,25,12,18,0.03513048
11685,25,14,9,0.01243992
11686,25,14,16,0.04775976
11687,25,15,14,0.0403752
11688,25,15,15,0.03365064
11689,25,15,16,0.02387976
11690,25,15,20,0.02345016
11691,25,15,21,0.00780744
11692,25,15,22,0.01564584
11693,25,16,14,0.03499176
11694,25,16,16,0.0291864
11695,25,16,17,0.05089032
11696,25,17,7,0.0262476
11697,25,17,8,0.11507784
11698,25,17,11,0.15936744
11699,25,17,12,0.0185316
11700,25,17,14,0.0915168
11701,25,17,15,0.04400472
11702,25,17,16,0.24410544
11703,25,17,17,0.04580136
11704,25,17,18,0.10539168
11705,25,17,19,0.0300852
11706,25,17,20,0.01823904
11707,25,17,21,0.05204904
11708,25,17,22,0.02086104
11709,25,17,23,0.0272364
11710,25,18,0,0.15603936
11711,25,18,1,0.01803936
11712,25,18,2,0.01713936
11713,25,18,3,0.00882216
11714,25,18,4,0.00637488
11715,25,18,5,0.0061824
11716,25,18,6,0.03420624
11717,25,18,8,0.00958992
11718,25,18,10,0.01850352
11719,25,18,11,0.02971248
11720,25,18,12,0.00794208
11721,25,18,13,0.01690632
11722,25,18,14,0.02691672
11723,25,18,15,0.04400472
11724,25,18,16,0.13797264
11725,25,18,17,0.0712464
11726,25,18,18,0.02007456
11727,25,18,19,0.02507088
11728,25,18,20,0.02605584
11729,25,18,21,0.03903672
11730,25,18,22,0.02607624
11731,25,18,23,0.01906536
11732,25,19,0,0.13451664
11733,25,19,1,0.01288536
11734,25,19,2,0.09549096
11735,25,19,3,0.02205552
11736,25,19,4,0.01062456
11737,25,19,5,0.02060808
11738,25,19,6,0.02414568
11739,25,19,7,0.01093656
11740,25,19,8,0.03116688
11741,25,19,9,0.03234384
11742,25,19,10,0.09780408
11743,25,19,11,0.17557416
11744,25,19,12,0.08206896
11745,25,19,13,0.08453136
11746,25,19,14,0.08075016
11747,25,19,15,0.17343048
11748,25,19,16,0.28655856
11749,25,19,17,0.12722592
11750,25,19,18,0.08280768
11751,25,19,19,0.0802272
11752,25,19,20,0.04429488
11753,25,19,21,0.16135176
11754,25,19,22,0.10952016
11755,25,19,23,0.05992008
11756,25,20,0,0.06456792
11757,25,20,1,0.04638696
11758,25,20,2,0.07100616
11759,25,20,3,0.01323336
11760,25,20,4,0.00637488
11761,25,20,5,0.00824328
11762,25,20,7,0.01093656
11763,25,20,8,0.00719232
11764,25,20,9,0.014928
11765,25,20,10,0.15595776
11766,25,20,11,0.09454008
11767,25,20,12,0.03706344
11768,25,20,13,0.14933856
11769,25,20,14,0.03230016
11770,25,20,15,0.32874144
11771,25,20,16,0.17511912
11772,25,20,17,0.10686984
11773,25,20,18,0.15306888
11774,25,20,19,0.07270584
11775,25,20,20,0.0573228
11776,25,20,21,0.05465136
11777,25,20,22,0.1434192
11778,25,20,23,0.05174904
11779,25,21,0,0.05649696
11780,25,21,1,0.04123296
11781,25,21,2,0.0244848
11782,25,21,3,0.0617556
11783,25,21,4,0.00424992
11784,25,21,5,0.01648656
11785,25,21,6,0.11267952
11786,25,21,7,0.05905728
11787,25,21,8,0.10309056
11788,25,21,9,0.04975968
11789,25,21,10,0.16124448
11790,25,21,11,0.01080456
11791,25,21,12,0.03971064
11792,25,21,13,0.16060944
11793,25,21,14,0.21264216
11794,25,21,15,0.160488
11795,25,21,16,0.09286608
11796,25,21,17,0.07888008
11797,25,21,18,0.04516776
11798,25,21,19,0.06267744
11799,25,21,20,0.09640632
11800,25,21,21,0.10409808
11801,25,21,22,0.05215248
11802,25,21,23,0.04902552
11803,25,22,0,0.50578296
11804,25,22,1,0.25255152
11805,25,22,2,0.11263032
11806,25,22,3,0.24261168
11807,25,22,4,0.00849984
11808,25,22,5,0.0535812
11809,25,22,6,0.11469168
11810,25,22,7,0.29528592
11811,25,22,8,0.08870592
11812,25,22,9,0.19903896
11813,25,22,10,0.23790168
11814,25,22,11,0.19988448
11815,25,22,12,0.71744088
11816,25,22,13,1.09608936
11817,25,22,14,0.76443528
11818,25,22,15,0.26144016
11819,25,22,16,0.38207808
11820,25,22,17,0.46819128
11821,25,22,18,0.19572744
11822,25,22,19,0.23065296
11823,25,22,20,0.71913984
11824,25,22,21,0.46063344
11825,25,22,22,0.23207832
11826,25,22,23,0.46846584
11827,25,23,0,0.32284008
11828,25,23,1,0.16750872
11829,25,23,2,0.11018184
11830,25,23,3,0.05072784
11831,25,23,4,0.00424992
11832,25,23,5,0.07418928
11833,25,23,6,0.0643884
11834,25,23,7,0.1246764
11835,25,23,8,0.19179648
11836,25,23,9,0.17415888
11837,25,23,10,0.15067104
11838,25,23,11,0.1647696
11839,25,23,12,0.2250276
11840,25,23,13,0.41983896
11841,25,23,14,0.40105944
11842,25,23,15,0.3753348
11843,25,23,16,0.41391792
11844,25,23,17,0.26462976
